,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,text,modified_text_A,modified_text_B,modified_text_C,modified_text_D,modified_text_E,location_original,location_A,location_B,location_C,location_D,location_E,all_locations
20,20,20,20,20,20,20,20,"TRAFFIC ALERT: I-90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org","TRAFFIC ALERT: Interstate 90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org","At TRAFFIC ALERT: Interstate 90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org","At TRAFFIC ALERT: Interstate 90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org","At TRAFFIC ALERT: Interstate 90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org","At TRAFFIC ALERT: Interstate 90 at Alden (mile marker 146) power lines are down on the highway west of Albert Lea. Do not cross. Road will be closed temporarily until lines can be removed from road. Be safe. Stay back. Move over for crews, check http://www. 511mn.org",{'Alden'},"{'Interstate 90', 'Alden'}","{'Interstate 90', 'Alden'}","{'Interstate 90', 'Alden'}","{'Interstate 90', 'Alden'}","{'Interstate 90', 'Alden'}","{'Interstate 90', 'Alden'}"
21,21,21,21,21,21,21,21,State Patrol says roughly 15 more crashes to clear from the closed stretch of #I35 from #Faribault to #Medford One lane of southbound traffic to open soon. #mndot #mnroads,State Patrol says roughly 15 more crashes to clear from the closed stretch of from to One lane of southbound traffic to open soon. ,At State Patrol says roughly 15 more crashes to clear from the closed stretch of from to One lane of southbound traffic to open soon. ,At State Patrol says roughly 15 more crashes to clear from the closed stretch of from to One lane of Southbound traffic to open soon. ,At State Patrol says roughly 15 more crashes to clear from the closed stretch of #I35 from #Faribault to #Medford One lane of Southbound traffic to open soon. #mndot #mnroads,At State Patrol says roughly 15 more crashes to clear from the closed stretch of from to One lane of southbound traffic to open soon. ,,,,,{'Southbound'},,{'Southbound'}
22,22,22,22,22,22,22,22,Hwy 60 remains closed at the railroad bridge near Hwy 61 in Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,Highway 60 remains closed at the railroad bridge near Highway 61 at Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,At Highway 60 remains closed at the railroad bridge near Highway 61 at Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,At Highway 60 remains closed at the railroad bridge near Highway 61 at Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,At Highway 60 remains closed at the railroad bridge near Highway 61 at Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,At Highway 60 remains closed at the railroad bridge near Highway 61 at Wabasha. High water from the Mississippi River is pushed through backwaters. Barricades will remain until water recedes to a safe level. Follow detour. Check http://www. 511mn.org to all MN roads affected by flooding pic.twitter.com/B5t8MFF5VX,"{'Hwy 61', 'Wabasha', 'MN'}","{'Highway 61', 'MN'}","{'Highway 61', 'MN', 'Highway 60'}","{'Highway 61', 'MN', 'Highway 60'}","{'Highway 61', 'MN', 'Highway 60'}","{'Highway 61', 'MN', 'Highway 60'}","{'MN', 'Highway 61', 'Highway 60', 'Hwy 61', 'Wabasha'}"
23,23,23,23,23,23,23,23,"Eastbound Hwy 65 open in Albert Lea, westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … #MnDOT #mnflooding #albertlea Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc","Eastbound Highway 65 open at Albert Lea, westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc","At Eastbound Highway 65 open at Albert Lea, westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc","At Eastbound Highway 65 open at Albert Lea, Westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc","At Eastbound Highway 65 open at Albert Lea, Westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … #MnDOT #mnflooding #albertlea Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc","At Eastbound Highway 65 open at Albert Lea, westbound remains closed for water on road http://www. dot.state.mn.us/d6/newsrels/19 /03/29-hwy65.html … Thanks to the city of Albert Lea for the photo. pic.twitter.com/p9vux3HTpc",,,{'Eastbound Highway'},{'Eastbound Highway'},{'Eastbound Highway'},{'Eastbound Highway'},{'Eastbound Highway'}
24,24,24,24,24,24,24,24,"Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) in the city. The road remains closed, but if it recedes enough, it could be opened in the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) at the city. The road remains closed, but if it recedes enough, it could be opened at the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","At Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) at the city. The road remains closed, but if it recedes enough, it could be opened at the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","At Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) at the city. The road remains closed, but if it recedes enough, it could be opened at the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","At Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) at the city. The road remains closed, but if it recedes enough, it could be opened at the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","At Our partners at the city of Albert Lea continue to monitor the water on Highway 65 (Main Street) at the city. The road remains closed, but if it recedes enough, it could be opened at the coming days. For now, follow the detour. pic.twitter.com/oL3btuAUuM","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}"
25,25,25,25,25,25,25,25,"Hwy 74, #MnDOT 's only gravel road, remains closed from Beaver to Weaver in SE Minnesota. Flooding and thaw have it in rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA","Highway 74, 's only gravel road, remains closed from Beaver to Weaver at SE Minnesota. Flooding and thaw have it at rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA","At Highway 74, 's only gravel road, remains closed from Beaver to Weaver at SE Minnesota. Flooding and thaw have it at rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA","At Highway 74, 's only gravel road, remains closed from Beaver to Weaver at SE Minnesota. Flooding and thaw have it at rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA","At Highway 74, #MnDOT 's only gravel road, remains closed from Beaver to Weaver at SE Minnesota. Flooding and thaw have it at rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA","At Highway 74, 's only gravel road, remains closed from Beaver to Weaver at SE Minnesota. Flooding and thaw have it at rough shape. We'll wait until conditions dry out and we're able to blade it smooth. Check http://www. 511mn.org for updates. pic.twitter.com/lda3dNG7mA",{'Minnesota'},{'Minnesota'},"{'Highway 74', 'Minnesota'}","{'Highway 74', 'Minnesota'}","{'Highway 74', 'Minnesota'}","{'Highway 74', 'Minnesota'}","{'Highway 74', 'Minnesota'}"
26,26,26,26,26,26,26,26,Water continues to rise in Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,Water continues to rise at Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,At Water continues to rise at Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,At Water continues to rise at Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,At Water continues to rise at Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,At Water continues to rise at Albert Lea at Highway 65 (Main Street). Follow detour while water remains across the road near Fountain Lake. Photo is courtesy of Albert Lea city engineer. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/mkkSlFzEl0,"{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}","{'Main Street', 'Highway 65'}"
27,27,27,27,27,27,27,27,Highway 65 closed in both directions in Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,Highway 65 closed at both directions at Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,At Highway 65 closed at both directions at Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,At Highway 65 closed at both directions at Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,At Highway 65 closed at both directions at Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,At Highway 65 closed at both directions at Albert Lea because of water on the road. Motorists detoured during high water. http://www. dot.state.mn.us/d6/newsrels/19 /03/20-closed.html … pic.twitter.com/UTUROnRWty,,,{'Highway 65'},{'Highway 65'},{'Highway 65'},{'Highway 65'},{'Highway 65'}
28,28,28,28,28,28,28,28,"Keep in mind, you're not the only one soaking up the sun's rays, the snow is too! Some #MnDOT roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7","Keep at mind, you're not the only one soaking up the sun's rays, the snow is too! Some roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7","At Keep at mind, you're not the only one soaking up the sun's rays, the snow is too! Some roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7","At Keep at mind, you're not the only one soaking up the sun's rays, the snow is too! Some roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7","At Keep at mind, you're not the only one soaking up the sun's rays, the snow is too! Some #MnDOT roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7","At Keep at mind, you're not the only one soaking up the sun's rays, the snow is too! Some roads remain underwater and maybe that way for a few more days as the snow continues to melt. Which roads are closed? Use http://www. 511mn.org to find out. pic.twitter.com/WnigO6SgW7",,,,,,,set()
29,29,29,29,29,29,29,29,Westbound Highway 65 closed in Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-westbound.html …,Westbound Highway 65 closed at Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-westbound.html …,At Westbound Highway 65 closed at Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-westbound.html …,At Westbound Highway 65 closed at Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-Westbound.html …,At Westbound Highway 65 closed at Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-Westbound.html …,At Westbound Highway 65 closed at Albert Lea because of water on the road http://www. dot.state.mn.us/d6/newsrels/19 /03/19-westbound.html …,{'Westbound Highway'},{'Westbound Highway'},{'Westbound Highway'},{'Westbound Highway'},{'Westbound Highway'},{'Westbound Highway'},{'Westbound Highway'}
30,30,30,30,30,30,30,30,"Interstate 90, exit 177 eastbound to Hwy 218 north or 14th Street in #austinmn is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions #MnDOT","Interstate 90, exit 177 eastbound to Highway 218 north or 14th Street at is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions ","At Interstate 90, exit 177 eastbound to Highway 218 north or 14th Street at is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions ","At Interstate 90, exit 177 Eastbound to Highway 218 north or 14th Street at is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions ","At Interstate 90, exit 177 Eastbound to Highway 218 north or 14th Street at #austinmn is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions #MnDOT","At Interstate 90, exit 177 eastbound to Highway 218 north or 14th Street at is back open again. High water had closed it. Check http://www. 511mn.org for updated road conditions ",{'14th Street'},{'Highway'},"{'Interstate 90', 'Highway'}","{'Interstate 90', 'Highway'}","{'Interstate 90', 'Highway'}","{'Interstate 90', 'Highway'}","{'Interstate 90', 'Highway', '14th Street'}"
31,31,31,31,31,31,31,31,"Flooding continues to impact highways in southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. #MnDOT pic.twitter.com/EorJfJHwDh","Flooding continues to impact highways at southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. pic.twitter.com/EorJfJHwDh","At Flooding continues to impact highways at southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. pic.twitter.com/EorJfJHwDh","At Flooding continues to impact highways at southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. pic.twitter.com/EorJfJHwDh","At Flooding continues to impact highways at southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. #MnDOT pic.twitter.com/EorJfJHwDh","At Flooding continues to impact highways at southeast Minnesota. Make sure you check your route before you go. http:// 511mn.org has updates on closed roads, traffic impacts and more. pic.twitter.com/EorJfJHwDh",{'Minnesota'},{'Minnesota'},{'Minnesota'},{'Minnesota'},{'Minnesota'},{'Minnesota'},{'Minnesota'}
32,32,32,32,32,32,32,32,Hwy 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,Highway 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,At Highway 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,At Highway 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,At Highway 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,At Highway 16 west of Hokah is open. It had been closed because of high water. Check http://www. 511mn.org for current road conditions,,,,,,,set()
